"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"PIBF1",2.19533333333339,169.426,0.223584895257802,0.824135037251387,0.983154964001871,-4.65140940045815,"No"
"PPP6R2",2.65533333333334,-4.79222222222222,0.223568981776342,0.824147342515607,0.983154964001871,-4.65140980565286,"No"
"WFDC8",-1.314,-15.8613333333333,-0.223478470300901,0.824217332301501,0.983154964001871,-4.65141210974197,"No"
"ZFPL1",4.27166666666659,333.190555555556,0.223265634898506,0.824381917179922,0.983154964001871,-4.65141752408778,"No"
"STX3",1.83333333333334,23.1495555555556,0.223174998268072,0.824452008598965,0.983154964001871,-4.65141982824466,"No"
"BGN",-6.25133333333332,321.436888888889,-0.223107342237272,0.824504329529147,0.983154964001871,-4.65142154758346,"No"
"ARHGEF9",-1.14466666666668,26.5268888888889,-0.223102566057729,0.824508023157301,0.983154964001871,-4.65142166894062,"No"
"HEBP2",9.80133333333333,287.582888888889,0.222776360051564,0.82476030201766,0.983170361541466,-4.65142995133399,"No"
"GLDC",8.95266666666669,167.309111111111,0.222658190734552,0.824851695580719,0.983170361541466,-4.651432948684,"No"
"CRH",-2.08333333333333,60.0193333333333,-0.222627444128748,0.824875475776333,0.983170361541466,-4.65143372830823,"No"
"CHIT1",-18.6786666666665,633.973111111111,-0.222524244043576,0.824955294525129,0.983170361541466,-4.65143634431046,"No"
"CDKN2D",2.50000000000001,59.1233333333333,0.222139718172422,0.825252717491088,0.983218621638844,-4.65144608096106,"No"
"CHL1",-5.28000000000001,48.4477777777778,-0.222003714169911,0.825357920048054,0.983218621638844,-4.65144952072958,"No"
"PRLR",2.20666666666666,14.2522222222222,0.221783063953832,0.825528605510246,0.983218621638844,-4.65145509688027,"No"
"MPC2",32.0060000000003,1470.08844444444,0.2217735040908,0.825536000799745,0.983218621638844,-4.65145533834707,"No"
"GFPT2",-7.86599999999996,201.256888888889,-0.22158211226735,0.825684060469843,0.983218621638844,-4.65146017041682,"No"
"NRDC",-10.5806666666667,1191.58044444444,-0.221564061752124,0.82569802458115,0.983218621638844,-4.65146062592385,"No"
"RARRES2",7.32266666666663,117.921777777778,0.221489182102478,0.82575595305299,0.983218621638844,-4.65146251512673,"No"
"DTNA",-0.960333333333331,19.2391851851852,-0.221028991250938,0.826111987923002,0.983238962121236,-4.65147411171427,"No"
"PPP1R7",9.3093333333336,958.520666666667,0.221000293882284,0.826134191381506,0.983238962121236,-4.6514748340786,"No"
"DOT1L",-2.22433333333334,-42.5758888888889,-0.220925742924329,0.826191872920913,0.983238962121236,-4.65147671022369,"No"
"MAST2",-7.33,-59.1171111111111,-0.220905643036838,0.826207424764564,0.983238962121236,-4.65147721594842,"No"
"CA9",6.09000000000004,69.5393333333333,0.220661931370387,0.82639599689313,0.983334124835116,-4.65148334422844,"No"
"DUSP4",-33.0913333333335,896.966666666667,-0.220223451188805,0.826735297433078,0.983608591716044,-4.65149435312096,"No"
"CDK11B",5.91650000000016,349.379333333333,0.219942429313655,0.826952772704837,0.983662208972468,-4.65150139725276,"No"
"SMOX",-3.77966666666669,-70.5738888888889,-0.219865094329492,0.827012622580579,0.983662208972468,-4.65150333417026,"No"
"RBP4",1.09666666666667,17.2993333333333,0.219724123569418,0.827121723131737,0.983662208972468,-4.65150686315232,"No"
"CARD8",4.422,190.604,0.219279064279802,0.827466187525873,0.983662208972468,-4.65151798972386,"No"
"MICB",13.0666666666668,802.414222222222,0.219123354897515,0.82758671068246,0.983662208972468,-4.65152187718487,"No"
"PRPS1",6.35066666666683,567.865222222222,0.219093135822597,0.827610101528188,0.983662208972468,-4.65152263131966,"No"
"MAPKAPK5-AS1",4.30199999999999,-48.0973333333333,0.218972294584839,0.827703639353436,0.983662208972468,-4.65152564594865,"No"
"TTLL1",3.86133333333333,24.2253333333333,0.218866979760468,0.827785160935979,0.983662208972468,-4.65152827188918,"No"
"KCNMA1",-1.70888888888889,12.3128148148148,-0.218659404098984,0.827945845707802,0.983662208972468,-4.65153344393829,"No"
"IGLV2-14",210.285333333333,2415.94755555556,0.218463970740052,0.82809713790967,0.983662208972468,-4.6515383089777,"No"
"STARD7",-15.4606666666664,3141.07266666667,-0.218346224620485,0.828188292729425,0.983662208972468,-4.65154123801096,"No"
"CYP1B1",37.9439999999998,433.617666666667,0.218260993619053,0.828254277006182,0.983662208972468,-4.65154335722234,"No"
"PAEP",-2.41599999999999,26.3912222222222,-0.218223874978181,0.828283013968753,0.983662208972468,-4.65154427989476,"No"
"PPEF1",-1.92466666666666,22.5811111111111,-0.217964414147894,0.828483893163535,0.983662208972468,-4.651550725049,"No"
"EFNB2",1.10933333333334,-3.88766666666667,0.217861235982403,0.828563778763907,0.983662208972468,-4.65155328593118,"No"
"CTNNA2",-2.25333333333334,19.037,-0.217838267154469,0.828581562607739,0.983662208972468,-4.65155385585319,"No"
"CSRP2",-2.832,13.4113333333333,-0.217779181939802,0.828627310341618,0.983662208972468,-4.65155532165062,"No"
"CDC14B",-1.932,10.9915555555556,-0.217358074206706,0.8289533775921,0.983904226112958,-4.65156575710443,"No"
"DLC1",1.76666666666666,-24.5662222222222,0.217158554887131,0.829107877728892,0.983904226112958,-4.65157069436185,"No"
"PEX10",4.27666666666676,501.732222222222,0.217094868868205,0.829157195189073,0.983904226112958,-4.65157226937018,"No"
"IL3",-4.08533333333338,165.892888888889,-0.216901771837421,0.829306730778332,0.983952711370334,-4.65157704200848,"No"
"PRG2",6.29466666666673,191.194666666667,0.216504606004682,0.829614318684787,0.983972028556972,-4.65158684517015,"No"
"EPS8",4.826,39.6975555555556,0.216417903158368,0.829681469917871,0.983972028556972,-4.65158898285903,"No"
"NUP210",7.06266666666659,598.881,0.216404649299344,0.829691735126621,0.983972028556972,-4.6515893095624,"No"
"MIA3",-1.32333333333334,25.6608888888889,-0.216220764943507,0.829834157981522,0.983972028556972,-4.6515938401967,"No"
"KRT5",2.11999999999998,-39.0651111111111,0.21601963684475,0.829989943157015,0.983972028556972,-4.6515987912988,"No"
"FZD9",3.03799999999999,-43.576,0.215965460810326,0.830031906766297,0.983972028556972,-4.65160012414734,"No"
"TRIM10",-3.63400000000001,51.2975555555556,-0.215772115881536,0.830181671745055,0.983972028556972,-4.65160487813963,"No"
"UBE2I",-14.4380000000001,1911.09348148148,-0.21575821815349,0.830192437171052,0.983972028556972,-4.65160521969556,"No"
"DNAJC2",-4.1033333333333,129.56,-0.215512192315122,0.830383018597545,0.984069090364159,-4.65161126249434,"No"
"TG",-3.75999999999996,-168.643333333333,-0.215213943638259,0.830614067765765,0.98421407794153,-4.65161857876439,"No"
"GPR162",-3.69933333333336,-135.326,-0.214841521983303,0.830902599004283,0.984304133769506,-4.65162770038726,"No"
"MPP2",-2.30033333333334,133.050888888889,-0.214749341655331,0.830974018754324,0.984304133769506,-4.65162995570584,"No"
"ENTREP1",-5.61266666666668,225.092,-0.214640691232213,0.831058201109234,0.984304133769506,-4.65163261275023,"No"
"ACADS",-9.23200000000003,337.790888888889,-0.214540207748864,0.831136057504687,0.984304133769506,-4.65163506888022,"No"
"CAT",-8.07000000000005,628.392,-0.214414264064998,0.831233643340141,0.984304133769506,-4.65163814571939,"No"
"HSPB2",4.80966666666663,185.330444444444,0.214161812170972,0.831429260535941,0.984319783918239,-4.65164430777057,"No"
"PFN2",-12.6343333333334,156.160333333333,-0.21408351454454,0.831489933151504,0.984319783918239,-4.65164621745372,"No"
"VIP",-2.55233333333332,38.0457777777778,-0.213773823099884,0.831729922384179,0.984319783918239,-4.65165376402808,"No"
"VNN2",5.36866666666663,151.704444444444,0.213506102633363,0.831937400129413,0.984319783918239,-4.65166027908282,"No"
"RBL1",-2.17533333333333,104.848444444444,-0.213368536152454,0.832044015981724,0.984319783918239,-4.65166362364004,"No"
"KRR1",2.57866666666663,79.8235555555556,0.21301340022006,0.832319265834888,0.984319783918239,-4.65167224788447,"No"
"DNAJC4",7.30033333333333,181.026555555556,0.212976725732702,0.832347691789909,0.984319783918239,-4.65167313768531,"No"
"BMP2K",8.85199999999995,174.566666666667,0.212945671113399,0.832371762030083,0.984319783918239,-4.65167389101692,"No"
"KHSRP",-6.20933333333312,611.140777777778,-0.212726072049467,0.832541976525461,0.984319783918239,-4.65167921498964,"No"
"LAS1L",-8.87866666666662,309.792,-0.212667959999594,0.832587021398507,0.984319783918239,-4.6516806229461,"No"
"C8A",4.31733333333332,-91.1564444444444,0.212430674216517,0.832770956590278,0.984319783918239,-4.65168636800197,"No"
"MAPKAPK3",-6.21555555555555,81.2702962962963,-0.212098389563467,0.833028547329025,0.984319783918239,-4.65169440239061,"No"
"DPP4",1.13533333333333,5.77377777777778,0.211639149962622,0.833384585486836,0.984319783918239,-4.65170548583077,"No"
"RRP15",1.51266666666666,15.5666666666667,0.211368437988342,0.833594478981487,0.984319783918239,-4.65171200807215,"No"
"NAT2",-1.39466666666666,12.682,-0.211337803522181,0.833618231844892,0.984319783918239,-4.65171274562208,"No"
"MAGEA1",2.09866666666667,83.1602222222222,0.211295622824042,0.833650937498558,0.984319783918239,-4.65171376098279,"No"
"FSCN2",-1.94577777777777,-64.5791111111111,-0.211150859452282,0.833763184959394,0.984319783918239,-4.65171724414645,"No"
"PHACTR4",-1.65866666666667,12.8582222222222,-0.210926150110032,0.833937428335438,0.984319783918239,-4.65172264618651,"No"
"NFE2L2",-10.6333333333333,516.985111111111,-0.210882122801521,0.833971568834861,0.984319783918239,-4.65172370393711,"No"
"ACTR1A",-4.6666666666668,418.296666666667,-0.210722918810573,0.83409502454844,0.984319783918239,-4.65172752695746,"No"
"CPLX2",3.50533333333334,-26.2235555555556,0.210625854866279,0.834170295458287,0.984319783918239,-4.65172985637617,"No"
"IL33",-0.941333333333333,-3.97355555555556,-0.210283935760287,0.834435458574017,0.984319783918239,-4.65173805351028,"No"
"CNPY2",-8.62466666666683,660.686888888889,-0.210147609398198,0.834541187036781,0.984319783918239,-4.65174131808559,"No"
"CT62",1.29333333333333,12.3502222222222,0.210129214237372,0.834555453715439,0.984319783918239,-4.6517417584287,"No"
"RSRP1",4.5743333333333,208.223555555556,0.21009850672983,0.834579269568787,0.984319783918239,-4.65174249341904,"No"
"KLRC3",1.64066666666665,52.686,0.209628208436477,0.834944038910553,0.984319783918239,-4.65175373673401,"No"
"DCC",-1.386,-30.1117777777778,-0.209613984184684,0.834955071994379,0.984319783918239,-4.65175407639893,"No"
"ITCH",-2.54266666666666,55.3444444444444,-0.209484095284203,0.835055822267095,0.984319783918239,-4.65175717699061,"No"
"PRRX1",1.99400000000001,24.4388888888889,0.209480329071384,0.835058743628335,0.984319783918239,-4.65175726686571,"No"
"MAL",-7.23000000000002,200.033555555556,-0.20918957248898,0.835284283665914,0.984319783918239,-4.65176420048293,"No"
"RECK",0.984222222222215,31.1281481481481,0.208945843121789,0.835473355471665,0.984319783918239,-4.65177000525943,"No"
"LINC00869",-1.40633333333331,119.018444444444,-0.208930247946602,0.835485453683919,0.984319783918239,-4.6517703764522,"No"
"COL11A1",-1.758,-11.4737777777778,-0.208893806338485,0.835513724014594,0.984319783918239,-4.65177124371935,"No"
"PMM1",5.07866666666655,422.17,0.208889380890906,0.835517157161998,0.984319783918239,-4.6517713490295,"No"
"ZNF117",-18.032666666667,790.410888888889,-0.208873635166045,0.835529372313092,0.984319783918239,-4.65177172370459,"No"
"LINC00342",1.60533333333333,-14.7835555555556,0.208815830746854,0.835574215930264,0.984319783918239,-4.65177309893992,"No"
"POLR2F",19.3873333333338,1921.24577777778,0.208789929822481,0.835594309575859,0.984319783918239,-4.65177371503045,"No"
"MSL1",4.67266666666654,343.583111111111,0.208759331004543,0.835618047937517,0.984319783918239,-4.651774442769,"No"
"B3GALT4",2.38633333333334,46.7854444444444,0.208697802386995,0.835665781903391,0.984319783918239,-4.65177590579628,"No"
"JCAD",-1.51599999999999,-24.2455555555556,-0.208505032740219,0.83581533685256,0.984319783918239,-4.65178048669076,"No"
"DNAJC7",3.92133333333328,467.593777777778,0.20845927642923,0.835850836511631,0.984319783918239,-4.65178157340464,"No"
"AJAP1",-1.14133333333332,-26.8225555555556,-0.208360641583,0.835927362726212,0.984319783918239,-4.65178391517733,"No"
"LILRP2",-1.18066666666667,-7.62333333333333,-0.208217822887905,0.836038171994131,0.984319783918239,-4.65178730399913,"No"
"RARG",3.27555555555556,36.4641481481481,0.208212589454716,0.836042232541236,0.984319783918239,-4.65178742813479,"No"
"TIA1",-4.25333333333339,278.67,-0.208012349674006,0.836197599162891,0.984319783918239,-4.65179217543517,"No"
"CLCN2",2.48266666666667,-21.9802222222222,0.20780268317343,0.836360287092736,0.984319783918239,-4.65179714134814,"No"
"BIN1",8.64099999999996,238.378222222222,0.207712121511728,0.8364305594495,0.984319783918239,-4.65179928474179,"No"
"CD84",1.93000000000001,41.8668888888889,0.207386978269641,0.836682869195381,0.984319783918239,-4.65180697249117,"No"
"LGALS1",158.892666666669,4907.85555555556,0.207185136863744,0.8368395060015,0.984319783918239,-4.65181173883226,"No"
"SIM2",-4.92000000000002,86.1808888888889,-0.207172618460254,0.836849220991606,0.984319783918239,-4.65181203429317,"No"
"TCFL5",2.95533333333334,88.5931111111111,0.206898841240632,0.83706169405776,0.984319783918239,-4.65181849156907,"No"
"NOMO1",-8.02266666666657,385.296,-0.206283589012879,0.837539223964619,0.984319783918239,-4.6518329717926,"No"
"H2AC11",-0.935333333333333,-1.72011111111111,-0.206273652786323,0.83754693650621,0.984319783918239,-4.6518332052934,"No"
"IL18RAP",2.66066666666666,-84.1611111111111,0.206264536970894,0.837554012255384,0.984319783918239,-4.65183341950472,"No"
"OR5I1",-2.64933333333333,-117.108,-0.206227801782706,0.837582526460811,0.984319783918239,-4.65183428264442,"No"
"ZNF85",6.41733333333332,468.258666666667,0.206222946153047,0.837586295463649,0.984319783918239,-4.65183439672211,"No"
"ATP4A",-4.76333333333332,177.745777777778,-0.206071710776931,0.837703688258634,0.984319783918239,-4.65183794849185,"No"
"AHSG",-5.01599999999999,176.510222222222,-0.206046884211463,0.837722959635731,0.984319783918239,-4.65183853129681,"No"
"IFNA21",-1.43266666666667,-2.75955555555556,-0.205849935681495,0.837875842563168,0.984319783918239,-4.65184315219546,"No"
"PDE9A",2.87533333333335,-56.6355555555556,0.205849180266426,0.837876428972571,0.984319783918239,-4.65184316991088,"No"
"KRIT1",4.03133333333329,214.708222222222,0.205681203087987,0.83800682767562,0.984319783918239,-4.65184710757691,"No"
"PROS1",-1.02266666666667,7.95444444444444,-0.205528933583581,0.838125036675976,0.984319783918239,-4.65185067426136,"No"
"TBC1D31",1.20733333333332,58.5851111111111,0.205413748314979,0.83821445916451,0.984319783918239,-4.65185337055494,"No"
"ZFP37",-1.37266666666667,11.752,-0.205356905300556,0.838258589248824,0.984319783918239,-4.65185470059942,"No"
"RFPL1",-2.73733333333334,-35.6828888888889,-0.205286258718278,0.838313436469356,0.984319783918239,-4.65185635311631,"No"
"SCARB1",9.8026666666666,734.029333333333,0.204892009882597,0.838619530640134,0.984423324370043,-4.65186556471545,"No"
"SMYD5",-3.40066666666669,241.478888888889,-0.204778919152919,0.838707338770289,0.984423324370043,-4.65186820381694,"No"
"TUBA3D",34.1379999999999,1147.75422222222,0.204679999486236,0.838784145629084,0.984423324370043,-4.65187051103021,"No"
"CACNA1D",1.562,-7.27033333333333,0.204612534055753,0.838836530540632,0.984423324370043,-4.65187208396431,"No"
"CAMLG",1.18866666666669,42.2628888888889,0.203989871910194,0.839320044144759,0.984538995403161,-4.65188657673659,"No"
"PI15",1.57000000000001,-44.8097777777778,0.203847474470647,0.839430628345105,0.984538995403161,-4.6518898849249,"No"
"PRKCZ",-2.06799999999999,39.5364444444444,-0.203826462324668,0.839446946411884,0.984538995403161,-4.65189037288583,"No"
"BCAS1",-2.03866666666667,26.9002222222222,-0.203775836035929,0.839486263163546,0.984538995403161,-4.65189154836429,"No"
"PHGDH",-13.7420000000001,615.733777777778,-0.203738528282409,0.839515236907236,0.984538995403161,-4.65189241441699,"No"
"TRIM28",32.610000000001,2232.43288888889,0.203645429706061,0.839587539596621,0.984538995403161,-4.65189457489459,"No"
"N4BP2L2",1.42033333333336,88.4693888888889,0.203387595935797,0.839787787081367,0.984575517044649,-4.6519005531382,"No"
"FOXF2",-1.12333333333334,-15.6575555555556,-0.203283933703342,0.839868299737009,0.984575517044649,-4.65190295456794,"No"
"EEF1E1",-3.3322222222223,423.602222222222,-0.203185286816072,0.839944918671622,0.984575517044649,-4.6519052386799,"No"
"PIP",-1.53066666666667,-23.4023333333333,-0.202788620369353,0.8402530249276,0.98471052577828,-4.65191441211164,"No"
"RABL3",-1.78933333333333,52.1213333333333,-0.202756964257551,0.840277614553014,0.98471052577828,-4.65191514343112,"No"
"PKM",33.6816666666673,3578.67144444444,0.202278309748872,0.840649440288712,0.984994127097023,-4.65192618744286,"No"
"ASS1",-9.7566666666666,157.330444444444,-0.202113427122948,0.840777532020179,0.984994127097023,-4.65192998576241,"No"
"DYNC2LI1",-1.81311111111111,50.2622962962963,-0.201830020271964,0.840997711404446,0.984994127097023,-4.65193650725437,"No"
"ZNF500",1.39833333333334,40.9905555555556,0.201794303428907,0.841025460809497,0.984994127097023,-4.65193732848978,"No"
"THBS3",-3.84999999999999,17.582,-0.201725569253515,0.841078862870174,0.984994127097023,-4.65193890848338,"No"
"JCHAIN",111.932,3789.91288888889,0.201417211725393,0.841318446269716,0.984994127097023,-4.65194599010242,"No"
"HAUS5",11.1513333333335,619.133555555556,0.201386479876279,0.841342324713902,0.984994127097023,-4.65194669528658,"No"
"HGC6.3",2.65133333333333,44.7744444444444,0.201325190159568,0.841389946870817,0.984994127097023,-4.65194810134251,"No"
"CR1",-1.31644444444445,8.79096296296296,-0.200959796846247,0.841673870214763,0.985199123584288,-4.65195647503129,"No"
"HDGFL3",2.61466666666666,45.3877777777778,0.200601183598531,0.84195254593417,0.98539792539917,-4.65196467860325,"No"
"SERPINE2",2.05266666666667,94.2751111111111,0.200050543945315,0.842380483841889,0.985545202154948,-4.65197724651493,"No"
"RRN3",-4.81266666666666,100.245555555556,-0.199952345220378,0.842456805528324,0.985545202154948,-4.65197948420565,"No"
"FBP1",-2.90799999999999,10.0824444444444,-0.199950362625795,0.842458346449671,0.985545202154948,-4.6519795293725,"No"
"TNFAIP6",1.77733333333332,39.4126666666667,0.199713115611544,0.842642745179742,0.985545202154948,-4.6519849310368,"No"
"P2RY1",-1.444,-12.038,-0.199682211015928,0.84266676623747,0.985545202154948,-4.65198563420534,"No"
"ESM1",0.882,-2.28377777777778,0.199598934470083,0.842731494928607,0.985545202154948,-4.65198752844676,"No"
"RND2",1.31800000000001,12.6266666666667,0.199091513304367,0.843125923942413,0.985661000232925,-4.65199905343435,"No"
"HIP1R",8.69666666666674,242.537333333333,0.199073711253486,0.843139762586597,0.985661000232925,-4.65199945723909,"No"
"CLN3",6.14866666666671,413.649777777778,0.199051399463641,0.843157107002872,0.985661000232925,-4.65199996328763,"No"
"NT5E",-4.29733333333333,23.6537777777778,-0.198775099426103,0.84337189964979,0.985723126914683,-4.65200622530078,"No"
"IGLV1-40",172.627333333334,2867.46533333333,0.198528517074605,0.843563600274472,0.985723126914683,-4.65201180647789,"No"
"PCBP3",10.1820000000001,870.113555555556,0.198278208581561,0.84375820752679,0.985723126914683,-4.65201746493176,"No"
"TFAP2B",5.35666666666666,46.7208888888889,0.198039355610512,0.843943917664826,0.985723126914683,-4.65202285778968,"No"
"DLG3",2.144,-39.7946666666667,0.197800386852058,0.844129726815108,0.985723126914683,-4.65202824677908,"No"
"CD1A",2.82933333333332,89.8606666666667,0.197459634858025,0.844394692617372,0.985723126914683,-4.65203591986884,"No"
"RNASEH1",-3.18533333333329,330.258,-0.197406517229316,0.844435998068576,0.985723126914683,-4.65203711478943,"No"
"SMIM10L1",4.50200000000001,356.194222222222,0.197355962165456,0.844475311223509,0.985723126914683,-4.65203825176565,"No"
"SIK2",-1.92599999999995,116.564222222222,-0.197333655712067,0.844492657527454,0.985723126914683,-4.65203875334234,"No"
"WASF2",4.10333333333335,122.77,0.197230492829039,0.844572881727008,0.985723126914683,-4.65204107229928,"No"
"CUL7",-4.10399999999998,327.977333333333,-0.197147746083736,0.844637230605485,0.985723126914683,-4.65204293145664,"No"
"HES2",7.05166666666667,10.4465555555556,0.197128935972305,0.844651858636574,0.985723126914683,-4.65204335397456,"No"
"RPS6KA4",-2.86733333333332,124.314666666667,-0.197049442186181,0.84471367906202,0.985723126914683,-4.65204513914223,"No"
"NXF1",-6.62999999999988,819.206,-0.196486477035663,0.845151511967182,0.985723126914683,-4.65205776094312,"No"
"GDI2",17.2983333333327,2852.90822222222,0.196457459430434,0.845174081070118,0.985723126914683,-4.65205841054879,"No"
"PHACTR1",2.41666666666667,45.5264444444444,0.19625450884463,0.845331934183323,0.985723126914683,-4.65206295125033,"No"
"MTMR4",-9.41999999999985,744.395333333333,-0.196239195486551,0.845343845034322,0.985723126914683,-4.65206329367296,"No"
"PKLR",-3.3013333333333,72.8348888888889,-0.196236016033027,0.845346318043001,0.985723126914683,-4.65206336476552,"No"
"EIF3A",-1.45399999999999,91.7964444444444,-0.196212240856042,0.845364810647951,0.985723126914683,-4.65206389634187,"No"
"AOC1",-4.96599999999999,-5.26733333333333,-0.195771869277001,0.845707352639043,0.985723126914683,-4.65207373076671,"No"
"ALDOC",23.3106666666663,1181.24177777778,0.195633063918695,0.845815328319403,0.985723126914683,-4.65207682601792,"No"
"LLGL1",-3.55311111111114,115.912888888889,-0.195589364248832,0.845849322595754,0.985723126914683,-4.65207780003361,"No"
"GPR143",-2.8746666666667,-93.1342222222222,-0.195518555658212,0.845904405720163,0.985723126914683,-4.65207937781576,"No"
"TCEA2",-4.99266666666665,-213.582,-0.19541981717644,0.845981217250774,0.985723126914683,-4.65208157699108,"No"
"TBCA",9.6260000000002,1046.58466666667,0.195360426439462,0.846027419758537,0.985723126914683,-4.65208289925153,"No"
"SH3YL1",2.23400000000001,87.0331111111111,0.195195740194575,0.846155538857867,0.985723126914683,-4.6520865636893,"No"
"MYBPC1",-2.10511111111113,119.521777777778,-0.195041611940674,0.846275448090222,0.985723126914683,-4.65208999041073,"No"
"GYS2",-1.01266666666666,14.376,-0.195015771626485,0.846295551788043,0.985723126914683,-4.65209056465234,"No"
"FABP4",-1.05866666666667,-0.415777777777778,-0.194902159359194,0.846383943067586,0.985723126914683,-4.65209308852433,"No"
"SDC2",1.63000000000002,-46.7126666666667,0.194690336142556,0.84654874861653,0.985723126914683,-4.65209779021695,"No"
"LAD1",-5.488,-29.23,-0.194643396673994,0.846585270034082,0.985723126914683,-4.65209883140998,"No"
"CSRNP2",2.04733333333334,77.824,0.194253756066236,0.846888444431016,0.985795053527823,-4.65210746460668,"No"
"STON1",1.90400000000002,-40.5828888888889,0.194247446780674,0.846893353798924,0.985795053527823,-4.65210760425852,"No"
"NLGN4Y",-1.34266666666667,2.73777777777778,-0.194144213281281,0.84697368250419,0.985795053527823,-4.65210988862128,"No"
"PIK3C3",-4.13800000000003,302.257777777778,-0.193615692006282,0.847384964595149,0.985924135199144,-4.65212156484011,"No"
"ZNF593",-9.84066666666655,429.889111111111,-0.193593180268615,0.8474024836248,0.985924135199144,-4.6521220614704,"No"
"ABCF2",1.64333333333337,76.4242222222222,0.193140377460748,0.847754879284917,0.985924135199144,-4.65213203850766,"No"
"DCLRE1A",2.85133333333332,86.0724444444444,0.193125837168461,0.847766195850086,0.985924135199144,-4.65213235850192,"No"
"PNOC",-6.49733333333319,411.097111111111,-0.193067727471832,0.847811422374534,0.985924135199144,-4.65213363710648,"No"
"EIF2A",7.49200000000002,352.240444444444,0.192838938232545,0.84798949308567,0.985924135199144,-4.65213866749502,"No"
"CNKSR2",-1.36266666666666,8.88022222222222,-0.192681516456962,0.848112021902569,0.985924135199144,-4.65214212527458,"No"
"VAT1",1.6517777777778,133.117037037037,0.192635237969694,0.848148043361831,0.985924135199144,-4.65214314124922,"No"
"ZSWIM8-AS1",2.15066666666667,44.762,0.192539237716584,0.848222767447516,0.985924135199144,-4.6521452480148,"No"
"MFHAS1",3.79599999999999,4.16622222222222,0.192435714214519,0.848303349015661,0.985924135199144,-4.65214751870818,"No"
"AP1G1",-3.18199999999996,251.567111111111,-0.192404774554985,0.848327432428727,0.985924135199144,-4.65214819710506,"No"
"SMARCC1",6.44633333333286,833.18,0.192322710395181,0.84839131183306,0.985924135199144,-4.65214999595406,"No"
"TFF2",2.02533333333333,-2.02177777777778,0.191942056628759,0.848687629268596,0.986121870380006,-4.65215832989379,"No"
"ACE",-7.18933333333337,137.664444444444,-0.191821350842856,0.848781596522455,0.986121870380006,-4.65216096915962,"No"
"OCRL",-3.04033333333331,153.732777777778,-0.191684403165232,0.848888210486168,0.986121870380006,-4.65216396155503,"No"
"FOXD1",-2.82533333333333,30.4971111111111,-0.191063266582242,0.849371802096253,0.986424624281916,-4.65217750704885,"No"
"CRK",1.64866666666666,54.3352222222222,0.190915142683949,0.849487133993486,0.986424624281916,-4.65218073080306,"No"
"GIPR",-51.5573333333333,890.632444444444,-0.19081848652708,0.849562393991298,0.986424624281916,-4.65218283307456,"No"
"EN2",-1.35466666666666,31.0778888888889,-0.190789932064671,0.849584627805432,0.986424624281916,-4.65218345393109,"No"
"IDH2",-20.6320000000001,1537.76977777778,-0.190389849472048,0.849896163476685,0.986659810760086,-4.65219214314275,"No"
"B3GAT2",-1.84466666666667,-42.0955555555556,-0.189895188279136,0.850281378996339,0.986814858543588,-4.65220286132596,"No"
"MC5R",-2.89133333333322,133.302444444444,-0.189857266151027,0.850310912237058,0.986814858543588,-4.65220368186512,"No"
"KCNMB1",-6.7826666666666,119.325333333333,-0.189798477998262,0.850356696085385,0.986814858543588,-4.65220495356946,"No"
"FCER1A",-1.04666666666667,-3.47444444444444,-0.189454996785367,0.850624207555878,0.986952205817203,-4.6522123759014,"No"
"TRAF1",28.4399999999995,1154.89466666667,0.1893665879084,0.850693065407273,0.986952205817203,-4.652214284172,"No"
"FCAR",-1.73133333333332,-18.8924444444444,-0.189200444979148,0.850822470138724,0.986975867346061,-4.65221786789918,"No"
"NHLH2",0.927333333333334,1.82311111111111,0.188639426126816,0.851259464938291,0.987306679057595,-4.65222994598563,"No"
"AK2",-3.64200000000005,519.357888888889,-0.188554347689871,0.85132573927575,0.987306679057595,-4.65223177450358,"No"
"WDR13",-4.52399999999997,210.184666666667,-0.187799080972518,0.851914123978628,0.9875882511821,-4.6522479707523,"No"
"FAM182B",2.94066666666667,9.38511111111111,0.187704691374965,0.851987663470464,0.9875882511821,-4.65224999032591,"No"
"DEFA1",-5.38733333333333,45.944,-0.187543421153795,0.852113313132188,0.9875882511821,-4.65225343854504,"No"
"HSPB6",-2.09866666666667,-24.3422222222222,-0.18743608214879,0.852196945788651,0.9875882511821,-4.6522557319894,"No"
"XCL1",-2.83733333333333,33.573,-0.187330292095373,0.852279373270288,0.9875882511821,-4.65225799105752,"No"
"SOSTDC1",-1.13133333333333,0.793333333333333,-0.187246537290227,0.852344632930815,0.9875882511821,-4.65225977867747,"No"
"ZIC3",0.858666666666672,-18.2273333333333,0.18706303124012,0.852487619936829,0.9875882511821,-4.65226369255122,"No"
"EMC1",-2.80533333333332,36.746,-0.187000282306476,0.85253651474692,0.9875882511821,-4.6522650300021,"No"
"ARPC1B",22.9673333333326,3260.56244444444,0.186982682618374,0.852550228765108,0.9875882511821,-4.65226540504716,"No"
"CRTAP",-1.46733333333332,30.5988888888889,-0.186462916677342,0.852955261247442,0.98760765232466,-4.65227646526616,"No"
"KISS1",3.18200000000002,38.1137777777778,0.186436879647843,0.852975551903248,0.98760765232466,-4.6522770185068,"No"
"PITX3",2.78266666666669,64.6804444444444,0.186406327232545,0.852999361527389,0.98760765232466,-4.65227766759316,"No"
